audio_file,class,id,candidate1_ko,candidate1_en,candidate2_ko,candidate2_en,candidate3_ko,candidate3_en,candidate4_ko,candidate4_en,candidate5_ko,candidate5_en
6_24.wav,6,24,부 우 우 우 와 아 아 아 앙,BU U U U WA A A A ANG,부 루 우 우 우 우 우 우 잉,BU RU U U U U U U ING,브 우 우 우 웅 와 아 아 아 앙,BEU U U U UNG WA A A A ANG,부 루 루 우 우 웅 우 우 웅 웅,BU RU RU U U UNG U U UNG UNG,부 아 아 아 아 아 아 아 아 아 앙,BU A A A A A A A A A ANG
6_25.wav,6,25,우 웅 우 우 우 우 우 웅,U UNG U U U U U UNG,부 르 르 르 르 르 러 어 어 어 잉,BU REU REU REU REU REU REO EO EO EO ING,뿌 아 아 아 앙 이 아 앙,PPU A A A ANG I A ANG,부 르 르 응 으 으 응 부 으 으 응 으 응,BU REU REU EUNG EU EU EUNG BU EU EU EUNG EU EUNG,부 루 르 릉 빼 애 애 애 앵,BU RU REU REUNG PPAE AE AE AE AENG
6_26.wav,6,26,우 오 옹 우 오 우 오 오 오 옹,U O ONG U O U O O O ONG,큐 와 아 아 앙 쿠 우 우 앙,KYU WA A A ANG KU U U ANG,부 으 으 으 응 부 웅 부 웅 부 아 아 앙,BU EU EU EU EUNG BU UNG BU UNG BU A A ANG,바 아 앙 방 바 아 앙 아 아 앙 바 앙 앙,BA A ANG BANG BA A ANG A A ANG BA ANG ANG,빠 앙 오 와 아 아 앙,PPA ANG O WA A A ANG
6_27.wav,6,27,우 우 우 우 웅 끼 이 익,U U U U UNG KKI I IK,부 우 우 웅 웅 웅,BU U U UNG UNG UNG,부 우 우 우 와 아 아 앙,BU U U U WA A A ANG,부 우 웅 끼 이 익,BU U UNG KKI I IK,부 아 아 아 아 앙 치 기 직,BU A A A A ANG CHI GI JIK
6_28.wav,6,28,그 르 라 아 앙,GEU REU RA A ANG,보 슈 와 앙 테 익 헛,BO SYU WA ANG TE IK HEOT,부 아 아 아 앙,BU A A A ANG,위 이 잉 부 휘 이 이 잉 지 집,WI I ING BU HWI I I ING JI JIB,뚜 아 우 아 웅 따 악,TTU A U A UNG TTA AK
6_29.wav,6,29,우 우 우 웅 우 와 아 아,U U U UNG U WA A A,꺄 오 오 오 오 오 오 아,KKYA O O O O O O A,뿌 아 아 아 아 앙 쌔 애 앵,PPU A A A A ANG SSAE AE AENG,부 르 릉 브 르 릉 브 르 릉 이 이 잉,BU REU REUNG BEU REU REUNG BEU REU REUNG I I ING,부 아 아 아 아 아 아 아 아 앙,BU A A A A A A A A ANG
6_3.wav,6,3,우 우 우 우 웅 뷔 아 아 아 아,U U U U UNG BWI A A A A,부 와 아 아 아 아 아 앙,BU WA A A A A A ANG,우 와 아 아 앙,U WA A A ANG,부 우 우 우 웅 드 르 르 릉 에 에 엥 에 에 엥,BU U U U UNG DEU REU REU REUNG E E ENG E E ENG,부 우 우 우 웅 배 애 애 애 앵,BU U U U UNG BAE AE AE AE AENG
6_30.wav,6,30,부 와 아 아 아 아 아 앙 우 우 웅,BU WA A A A A A ANG U U UNG,쀼 와 아 아 아 아 아 아,PPYU WA A A A A A A,쌔 애 애 애 애 앵,SSAE AE AE AE AE AENG,에 에 엥 위 이 에 에 에 엥 엥,E E ENG WI I E E E ENG ENG,부 웨 에 에 엥 보 어,BU WE E E ENG BO EO
6_31.wav,6,31,위 우 우 우 우 우 우 우 웅,WI U U U U U U U UNG,꾸 위 이 이 잉 이 이,KKU WI I I ING I I,쌔 에 에 에 에 에 엥,SSAE E E E E E ENG,에 에 에 엥 에 에 에 에 엥 엥 엥,E E E ENG E E E E ENG ENG ENG,부 아 아 아 아 아 아 아 앙,BU A A A A A A A ANG
6_32.wav,6,32,따 앙 또 오 옹 부 르 르 르 릉,TTA ANG TTO O ONG BU REU REU REU REUNG,스 이 터 러 뿌 르 르 르 르 르,SEU I TEO REO PPU REU REU REU REU REU,빠 앙 빠 라 랑 월 마 더 기 스 패 이,PPA ANG PPA RA RANG WOL MA DEO GI SEU PAE I,삐 잉 이 잉 틀 들 들 들 들 들 들,PPI ING I ING TEUL DEUL DEUL DEUL DEUL DEUL DEUL,삐 끼 타 부 우 우 우 웅,PPI KKI TA BU U U U UNG
6_33.wav,6,33,부 르 르 르 르 르 릉 부 르 릉,BU REU REU REU REU REU REUNG BU REU REUNG,쿠 류 루 루 루 루 루 루 루 부 라 랑,KU RYU RU RU RU RU RU RU RU BU RA RANG,부 르 르 르 르 를 부 롸 아 아 앙,BU REU REU REU REU REUL BU RWA A A ANG,덜 덜 덜 덜 덜 덜 부 르 응,DEOL DEOL DEOL DEOL DEOL DEOL BU REU EUNG,도 롤 롤 롤 롤 쿠 이 잉,DO ROL ROL ROL ROL KU I ING
6_34.wav,6,34,부 르 릉 부 르 릉 부 르 릉 부 르 르 르,BU REU REUNG BU REU REUNG BU REU REUNG BU REU REU REU,쀼 르 르 르 르 르 르 와 와 와 와 우 와,PPYU REU REU REU REU REU REU WA WA WA WA U WA,뿌 아 아 아 앙 부 르 르 릉,PPU A A A ANG BU REU REU REUNG,부 르 릉 부 릉 부 릉 부 르 르 응 으 응,BU REU REUNG BU REUNG BU REUNG BU REU REU EUNG EU EUNG,쿠 오 오 오 에 오 에 오 오 오 오,KU O O O E O E O O O O
6_35.wav,6,35,우 우 우 우 부 우 우 우 웅,U U U U BU U U U UNG,뿌 르 르 르 르 릉 부 룽,PPU REU REU REU REU REUNG BU RUNG,뿌 왜 애 애 앵 뿌 우 우 웅,PPU WAE AE AE AENG PPU U U UNG,부 르 르 르 으 응 부 르 르 으 응 으 응,BU REU REU REU EU EUNG BU REU REU EU EUNG EU EUNG,뿌 아 앙 부 아 아 아 아 앙,PPU A ANG BU A A A A ANG
6_36.wav,6,36,부 우 우 우 우 웅,BU U U U U UNG,부 위 이 이 이 이 위 우 위 우,BU WI I I I I WI U WI U,삐 이 이 이 이 잉,PPI I I I I ING,위 이 이 잉 이 이 잉,WI I I ING I I ING,부 아 아 앙 아 앙 아 앙,BU A A ANG A ANG A ANG
6_37.wav,6,37,훠 우 훠 우 훠 우 훠 어,HWO U HWO U HWO U HWO EO,큐 우 우 우 큐 우 우 우 웅,KYU U U U KYU U U U UNG,뿌 아 아 앙 뿌 아 아 앙 뿌 아 앙,PPU A A ANG PPU A A ANG PPU A ANG,위 잉 이 잉 이 잉 이 잉,WI ING I ING I ING I ING,쥐 쥐 잉 쥥 쥥,JWI JWI ING JWING JWING
6_38.wav,6,38,우 우 우 부 르 르 릉,U U U BU REU REU REUNG,쿄 로 쿠 르 르 르 르 륵,KYO RO KU REU REU REU REU REUK,브 으 으 응 부 롸 아 아 앙,BEU EU EU EUNG BU RWA A A ANG,위 이 잉 바 아 아 앙 털 덜 덜,WI I ING BA A A ANG TEOL DEOL DEOL,휘 잉 잉 부 아 앙,HWI ING ING BU A ANG
6_39.wav,6,39,부 르 릉 부 르 르 르 릉 탕,BU REU REUNG BU REU REU REU REUNG TANG,큐 르 르 르 릉 브 륵 트 트 드 득 트,KYU REU REU REU REUNG BEU REUK TEU TEU DEU DEUK TEU,브 롸 아 아 앙 브 롸 아 아 아,BEU RWA A A ANG BEU RWA A A A,드 르 르 륵 특 드 르 륵 으 으 으 응,DEU REU REU REUK TEUK DEU REU REUK EU EU EU EUNG,부 르 르 랑 부 르 르 르 랑,BU REU REU RANG BU REU REU REU RANG
6_4.wav,6,4,부 우 우 웅 우 웅 우 웅 위 아 앙,BU U U UNG U UNG U UNG WI A ANG,표 치 이 이 잉 허 허 화,PYO CHI I I ING HEO HEO HWA,뿌 아 아 아 앙 왕 왕 이 앙,PPU A A A ANG WANG WANG I ANG,바 아 아 앙 아 앙 방 앙 앙 앙 앙 아 앙,BA A A ANG A ANG BANG ANG ANG ANG ANG A ANG,뺴 애 애 오 위 왜 애 애 애 애 앵,PPYAE AE AE O WI WAE AE AE AE AE AENG
6_40.wav,6,40,부 르 릉 탁 부 르 르 릉,BU REU REUNG TAK BU REU REU REUNG,부 르 륵 부 르 르 르 를,BU REU REUK BU REU REU REU REUL,브 르 르 르 부 루 루 루 웅,BEU REU REU REU BU RU RU RU UNG,드 르 르 르 응 붕 부 루 웅,DEU REU REU REU EUNG BUNG BU RU UNG,드 르 르 르 릉 쁘 르 륵 드 르 르 르 릉,DEU REU REU REU REUNG PPEU REU REUK DEU REU REU REU REUNG
6_41.wav,6,41,부 르 릉 우 와 아 앙,BU REU REUNG U WA A ANG,우 룽 후 루 루 룽,U RUNG HU RU RU RUNG,부 루 룽 부 뢀 아 앙,BU RU RUNG BU RWAL A ANG,위 이 잉 타 아 악 턱,WI I ING TA A AK TEOK,두 르 르 르 릉 치 르 르 르 릉,DU REU REU REU REUNG CHI REU REU REU REUNG
6_42.wav,6,42,당 다 라 라 랑,DANG DA RA RA RANG,부 와 아 아 아 앙,BU WA A A A ANG,부 우 우 웅,BU U U UNG,윙 위 이 이 잉,WING WI I I ING,우 워 우 우 우 우 우 우,U WO U U U U U U
6_43.wav,6,43,후 오 오 호 오 부 브 으 으 응,HU O O HO O BU BEU EU EU EUNG,카 아 아 아 오 부 르 르 르 릉,KA A A A O BU REU REU REU REUNG,부 르 르 릉 부 롸 라 아 아 앙,BU REU REU REUNG BU RWA RA A A ANG,부 르 으 응 으 으 응 들 들 드 르 응 등,BU REU EU EUNG EU EU EUNG DEUL DEUL DEU REU EUNG DEUNG,크 르 르 르 릉 부 아 아 아 아 앙,KEU REU REU REU REUNG BU A A A A ANG
6_44.wav,6,44,부 우 우 웅 부 르 르 타 타 타 타,BU U U UNG BU REU REU TA TA TA TA,푸 우 푸 취 이 이 이 잉,PU U PU CHWI I I I ING,부 아 아 아 앙 부 아 아 앙,BU A A A ANG BU A A ANG,부 르 르 릉 윙 털 덜 떨 덜,BU REU REU REUNG WING TEOL DEOL TTEOL DEOL,부 르 르 릉 부 르 트 트,BU REU REU REUNG BU REU TEU TEU
6_45.wav,6,45,부 르 르 릉 부 르 르 릉,BU REU REU REUNG BU REU REU REUNG,꾸 르 르 를 르 릉 트 륵 특,KKU REU REU REUL REU REUNG TEU REUK TEUK,뿌 아 아 아 앙 으 아 아 앙,PPU A A A ANG EU A A ANG,드 르 르 응 으 으 응 부 르 릉 부 릅,DEU REU REU EUNG EU EU EUNG BU REU REUNG BU REUB,툴 룰 룰 룰 룰 룰 룰 룰 룰 룰 룰,TUL RUL RUL RUL RUL RUL RUL RUL RUL RUL RUL
6_46.wav,6,46,터 렁 우 우 우 우 웅,TEO REONG U U U U UNG,큐 크 측 부 르 르 르 르 르,KYU KEU CHEUK BU REU REU REU REU REU,부 룽 부 루 루 룽,BU RUNG BU RU RU RUNG,드 르 릉 부 우 우 웅 부 우 우 웅,DEU REU REUNG BU U U UNG BU U U UNG,디 아 앙 쿠 우 우 우 웅,DI A ANG KU U U U UNG
6_47.wav,6,47,부 우 웅 부 르 르 릉 부 릉,BU U UNG BU REU REU REUNG BU REUNG,브 릉 쁘 르 르 르 르 르 르,BEU REUNG PPEU REU REU REU REU REU REU,브 르 르 르 르 르 릉,BEU REU REU REU REU REU REUNG,부 르 릉 부 르 르 릉 부 릉,BU REU REUNG BU REU REU REUNG BU REUNG,부 르 르 릉 우 우 우 우 웅,BU REU REU REUNG U U U U UNG
6_48.wav,6,48,부 우 우 웅 부 우 우 우 우 웅,BU U U UNG BU U U U U UNG,부 르 르 르 푸 르 르 르 르,BU REU REU REU PU REU REU REU REU,부 르 릉 부 롸 라 라 랑,BU REU REUNG BU RWA RA RA RANG,부 르 릉 바 아 앙 바 아 앙 푸 르 릅,BU REU REUNG BA A ANG BA A ANG PU REU REUB,브 르 르 브 르 르 르 릉,BEU REU REU BEU REU REU REU REUNG
6_49.wav,6,49,부 우 우 우 웅 다 닥 다 닥 다,BU U U U UNG DA DAK DA DAK DA,뵤 로 로 로 로 록,BYO RO RO RO RO ROK,봐 아 앙 웅 트 드 득,BWA A ANG UNG TEU DEU DEUK,부 우 우 웅 타 당 타 당,BU U U UNG TA DANG TA DANG,쁘 으 으 으 트 르 르 르 르 륵,PPEU EU EU EU TEU REU REU REU REU REUK
6_5.wav,6,5,부 웅 부 웅 부 우 우 우 우 웅,BU UNG BU UNG BU U U U U UNG,큐 왕 텨 러 러 럭 허 잉,KYU WANG TYEO REO REO REOK HEO ING,부 웅 부 와 아 앙,BU UNG BU WA A ANG,부 르 릉 부 르 릉 부 릉 부 우 웅,BU REU REUNG BU REU REUNG BU REUNG BU U UNG,뺴 앵 뻉 뻉 뵤 왜 애 애 앵,PPYAE AENG PPYAENG PPYAENG BYO WAE AE AE AENG
6_50.wav,6,50,우 웅 그 와 아 아 아 앙,U UNG GEU WA A A A ANG,트 윽 화 아 아 악,TEU EUK HWA A A AK,부 롸 아 아 앙,BU RWA A A ANG,붕 위 이 이 이 잉,BUNG WI I I I ING,푸 우 우 어 어 어,PU U U EO EO EO
6_51.wav,6,51,부 르 르 르 르 릉,BU REU REU REU REU REUNG,뀨 유 유 유 유 뀨 유 유 융 유 유 유 융,KKYU YU YU YU YU KKYU YU YU YUNG YU YU YU YUNG,뿌 아 아 아 아 앙 으 아 앙,PPU A A A A ANG EU A ANG,바 아 앙 다 라 랑 다 라 랑,BA A ANG DA RA RANG DA RA RANG,우 르 르 르 르 두 르 르 르 르,U REU REU REU REU DU REU REU REU REU
6_52.wav,6,52,다 다 다 다 다 다 다 다 아 앙,DA DA DA DA DA DA DA DA A ANG,끄 아 아 아 아 아 아 키 끼,KKEU A A A A A A KI KKI,뿌 아 아 아 아 앙 끼 이 익,PPU A A A A ANG KKI I IK,드 르 르 릉 르 르 르 릉 끼 잇 끽,DEU REU REU REUNG REU REU REU REUNG KKI IT KKIK,부 아 아 아 앙 빵 끼 이 익,BU A A A ANG PPANG KKI I IK
6_53.wav,6,53,쀠 옵 부 웅 부 웅 부 웅,PPWI OB BU UNG BU UNG BU UNG,꺌 럭 크 르 르 르 르 르 으 으 으 으,KKYAL REOK KEU REU REU REU REU REU EU EU EU EU,브 루 우 웅 부 우 우 웅,BEU RU U UNG BU U U UNG,우 우 우 웅 우 우 웅 웅 웅 웅 이 잉 이,U U U UNG U U UNG UNG UNG UNG I ING I,칵 부 우 와 아 아 앙,KAK BU U WA A A ANG
6_54.wav,6,54,우 오 오 오 우 우 우 우 우 웅,U O O O U U U U U UNG,뾰 이 뵤 오 오 오 오 오 오 잉,PPYO I BYO O O O O O O ING,부 릉 부 릉 부 르 르 으 으 으 응,BU REUNG BU REUNG BU REU REU EU EU EU EUNG,부 윙 위 잉 위 잉 위 잉 위 잉 이 이 잉,BU WING WI ING WI ING WI ING WI ING I I ING,힝 히 이 이 이 잉,HING HI I I I ING
6_55.wav,6,55,부 우 우 웅 우 우 우 우 웅,BU U U UNG U U U U UNG,뷰 웅 뷰 르 르 뷰 르 르 르 르 르,BYU UNG BYU REU REU BYU REU REU REU REU REU,부 우 우 웅 부 웅 부 우 우 웅,BU U U UNG BU UNG BU U U UNG,부 우 윙 위 이 잉 이 이 잉 덜 덜 덜,BU U WING WI I ING I I ING DEOL DEOL DEOL,뜨 잉 뿌 오 오 잉 오 이 오 잉,TTEU ING PPU O O ING O I O ING
6_56.wav,6,56,부 우 우 우 우 웅,BU U U U U UNG,쿠 와 아 아 아 아 앙,KU WA A A A A ANG,뿌 아 아 아 아 앙 쌔 앵,PPU A A A A ANG SSAE AENG,바 아 아 아 앙 아 아 아 앙,BA A A A ANG A A A ANG,부 아 아 아 아 아 아 아 앙,BU A A A A A A A ANG
6_57.wav,6,57,위 이 잉 부 르 르 릉,WI I ING BU REU REU REUNG,빠 아 떠 엉,PPA A TTEO EONG,위 에 엥 오 오 오 옹,WI E ENG O O O ONG,방 바 아 아 아 앙,BANG BA A A A ANG,또 오 떠 어 어 어 어,TTO O TTEO EO EO EO EO
6_58.wav,6,58,부 와 아 아 아 아 앙,BU WA A A A A ANG,버 위 이 이 이 이 이 이 이,BEO WI I I I I I I I,부 우 우 우 우 웅,BU U U U U UNG,바 아 지 하 이 퐈 이 아 아 앙,BA A JI HA I PWA I A A ANG,뿌 아 아 앙,PPU A A ANG
6_59.wav,6,59,뚜 오 도 디 이 이 이 이,TTU O DO DI I I I I,부 우 우 우 우 우 부 르 르 르 르,BU U U U U U BU REU REU REU REU,부 우 우 우 브 으 으 응,BU U U U BEU EU EU EUNG,바 아 앙 아 아 앙 부 르 르 릉 르 르 응,BA A ANG A A ANG BU REU REU REUNG REU REU EUNG,부 우 우 우 지 이 이 익,BU U U U JI I I IK
6_6.wav,6,6,구 우 오 오 옹 부 르 릉,GU U O O ONG BU REU REUNG,캬 아 아 아 아 아 흐 앙,KYA A A A A A HEU ANG,부 르 르 릉 부 르 르 릉,BU REU REU REUNG BU REU REU REUNG,바 아 아 앙 털 덜 덜 덜 바 앙,BA A A ANG TEOL DEOL DEOL DEOL BA ANG,빠 아 아 아 아 우 왕,PPA A A A A U WANG
6_60.wav,6,60,우 우 우 웅 그 르 르 르 아 앙,U U U UNG GEU REU REU REU A ANG,뷰 우 우 우 뷰 류 룽,BYU U U U BYU RYU RUNG,부 아 아 아 앙,BU A A A ANG,드 르 르 부 루 루 으 으 응 으 으 응,DEU REU REU BU RU RU EU EU EUNG EU EU EUNG,당 두 오 오 오 오 옹,DANG DU O O O O ONG
6_61.wav,6,61,부 우 웅 부 와 아 아 앙,BU U UNG BU WA A A ANG,부 르 르 르 르 르 르 르 르,BU REU REU REU REU REU REU REU REU,브 롸 아 아 아 앙,BEU RWA A A A ANG,드 르 억 부 웅 부 루 루 루 우 우 웅,DEU REU EOK BU UNG BU RU RU RU U U UNG,부 아 앙 이 이 이 이 이 이 잉,BU A ANG I I I I I I ING
6_62.wav,6,62,부 우 우 웅 우 우 우 우 웅,BU U U UNG U U U U UNG,부 우 우 우 우 우 우 우 잉,BU U U U U U U U ING,부 르 르 르 르 르 릉,BU REU REU REU REU REU REUNG,바 아 아 아 앙 아 아 아 아 앙,BA A A A ANG A A A A ANG,뿌 오 오 오 오 오 오 앙,PPU O O O O O O ANG
6_63.wav,6,63,부 우 와 아 아 아 아 앙,BU U WA A A A A ANG,뿌 아 아 아 아 아 앙,PPU A A A A A ANG,부 와 아 아 앙,BU WA A A ANG,퀴 부 이 이 이 이 잉,KWI BU I I I I ING,부 애 애 애 애 애 애 애 애 애 앵,BU AE AE AE AE AE AE AE AE AE AENG
6_64.wav,6,64,구 오 오 오 오 옹,GU O O O O ONG,쿠 옥 쓰 츠 즈 즈 즈,KU OK SSEU CHEU JEU JEU JEU,부 르 으 으 응 부 릉 부 릉 부 르 릉,BU REU EU EU EUNG BU REUNG BU REUNG BU REU REUNG,부 웅 우 우 웅 의 잉 의 이 이 잉,BU UNG U U UNG UI ING UI I I ING,우 웅 뚜 오 오 오 오 옹,U UNG TTU O O O O ONG
6_65.wav,6,65,우 우 우 우 우 웅,U U U U U UNG,크 부 우 우 우 우 우 이,KEU BU U U U U U I,부 르 으 으 으 우 웅,BU REU EU EU EU U UNG,부 우 우 웅 우 우 우 웅,BU U U UNG U U U UNG,배 애 애 애 애 애 애 앵,BAE AE AE AE AE AE AE AENG
6_66.wav,6,66,후 호 오 오 오 옥,HU HO O O O OK,쿠 오 오 부 르 르 르 르,KU O O BU REU REU REU REU,부 우 으 으 으 응,BU U EU EU EU EUNG,후 우 우 웅 우 우 웅 우 우 우,HU U U UNG U U UNG U U U,우 엉 우 우 우 우 우 엉,U EONG U U U U U EONG
6_67.wav,6,67,후 우 우 우 우 우 웅,HU U U U U U UNG,크 어 어 어 어 어 요 위 어 어,KEU EO EO EO EO EO YO WI EO EO,뿌 아 아 아 아 앙 부 아 앙,PPU A A A A ANG BU A ANG,부 루 응 후 우 웅,BU RU EUNG HU U UNG,티 티 후 우 우 우 우,TI TI HU U U U U
6_68.wav,6,68,우 우 우 우 부 우 웅,U U U U BU U UNG,쿄 왕 타 악,KYO WANG TA AK,으 아 아 앙 응,EU A A ANG EUNG,위 이 이 이 잉 이 이 이 잉,WI I I I ING I I I ING,쁘 으 아 아 아 아 아 앙,PPEU EU A A A A A ANG
6_69.wav,6,69,우 우 우 웅 흐 히 히 히,U U U UNG HEU HI HI HI,쿠 오 오 오 오 오 오 오,KU O O O O O O O,부 르 으 응 부 르 으 으,BU REU EU EUNG BU REU EU EU,부 르 르 응 부 릉 부 르 으 응,BU REU REU EUNG BU REUNG BU REU EU EUNG,토 이 오 오 오 오 오,TO I O O O O O
6_7.wav,6,7,위 잉 쓰 으 으 으 윽,WI ING SSEU EU EU EU EUK,브 쯔 와 아 아 아 앙,BEU JJEU WA A A A ANG,부 우 우 우 웅,BU U U U UNG,이 야 부 위 이 이 잉,I YA BU WI I I ING,야 앙 주 와 아 아 앙,YA ANG JU WA A A ANG
6_70.wav,6,70,부 우 우 우 우 드 르 릉,BU U U U U DEU REU REUNG,부 웅 부 르 를 으 응,BU UNG BU REU REUL EU EUNG,브 으 응 브 와 아 앙,BEU EU EUNG BEU WA A ANG,드 르 르 륵 부 웅,DEU REU REU REUK BU UNG,부 아 앙 부 아 아 아 아 앙,BU A ANG BU A A A A ANG
6_71.wav,6,71,부 와 아 아 앙,BU WA A A ANG,부 쿠 와 아 아 아 앙,BU KU WA A A A ANG,부 우 우 웅,BU U U UNG,드 르 르 르 릉 부 우 우 웅 부 우 웅,DEU REU REU REU REUNG BU U U UNG BU U UNG,둥 우 오 와 오 우 오 악,DUNG U O WA O U O AK
6_72.wav,6,72,우 우 웅 부 와 아 아 아 아 앙,U U UNG BU WA A A A A ANG,큐 뀨 오 오 오 오 오 오,KYU KKYU O O O O O O,부 르 르 롸 아 아 아 앙,BU REU REU RWA A A A ANG,바 아 앙 에 에 에 엥 위 에 에 엥,BA A ANG E E E ENG WI E E ENG,브 으 으 으 우 우 우 우 앙,BEU EU EU EU U U U U ANG
6_73.wav,6,73,부 우 우 우 우 웅 우 우 웅,BU U U U U UNG U U UNG,쮸 와 아 아 아 앙 크 항,JJYU WA A A A ANG KEU HANG,위 이 이 웅 우 웅,WI I I UNG U UNG,바 아 앙 바 아 앙 방 방,BA A ANG BA A ANG BANG BANG,우 이 잉 우 오 아 아 아 앙,U I ING U O A A A ANG
6_74.wav,6,74,우 우 우 우 우 우,U U U U U U,쿠 와 아 아 아 앙 후 욱,KU WA A A A ANG HU UK,우 우 우 우 우 웅 위 잉,U U U U U UNG WI ING,부 우 우 웅 우 우 우 웅,BU U U UNG U U U UNG,부 오 오 오 옹 우 오 오 옹,BU O O O ONG U O O ONG
6_75.wav,6,75,우 우 와 으 으,U U WA EU EU,주 위 이 이 이 이 휘 익,JU WI I I I I HWI IK,부 웅 위 잉,BU UNG WI ING,부 우 우 웅 부 우 우 웅 끼 이 익,BU U U UNG BU U U UNG KKI I IK,투 오 옹 두 오 오 오,TU O ONG DU O O O
6_76.wav,6,76,우 우 우 웅 후 우 우 우 우 우,U U U UNG HU U U U U U,쓰 표 오 오 오 오 오 오 잉,SSEU PYO O O O O O O ING,부 르 봐 아 아 아 앙,BU REU BWA A A A ANG,바 아 아 앙 휘 이 이 잉 바 아 아 앙,BA A A ANG HWI I I ING BA A A ANG,바 아 아 아 아 아 아 앙,BA A A A A A A ANG
6_77.wav,6,77,부 우 우 웅 위 오 오 옹,BU U U UNG WI O O ONG,퓨 츠 즈 즈 즈 즈 이 잉,PYU CHEU JEU JEU JEU JEU I ING,위 이 이 이 우 우 우 웅,WI I I I U U U UNG,바 아 앙 바 아 아 앙 후 우 우 웅 아 아 앙,BA A ANG BA A A ANG HU U U UNG A A ANG,드 하 아 아 아 아 아 아 항,DEU HA A A A A A A HANG
6_78.wav,6,78,봐 아 아 아 아 앙,BWA A A A A ANG,프 츠 쭈 우 우 우 우 우 웅,PEU CHEU JJU U U U U U UNG,봐 우 우 우 우 우 웅,BWA U U U U U UNG,빠 바 아 아 앙 휘 이 이 잉 후 읍,PPA BA A A ANG HWI I I ING HU EUB,퐈 푸 왜 애 애 애 애 애 앵 옹,PWA PU WAE AE AE AE AE AE AENG ONG
6_79.wav,6,79,우 웅 부 우 우 우,U UNG BU U U U,터 럭 타 락,TEO REOK TA RAK,티 이 잉 타 아 악,TI I ING TA A AK,드 릉 쿠 구 우 우 우 우,DEU REUNG KU GU U U U U,빼 앵 부 아 아 아 앙,PPAE AENG BU A A A ANG
6_8.wav,6,8,부 우 우 와 아 아 앙,BU U U WA A A ANG,큐 류 류 류 류 류 뷰 우 우 우 우 잉,KYU RYU RYU RYU RYU RYU BYU U U U U ING,뿌 아 아 아 아 앙 쌔 애 애 앵,PPU A A A A ANG SSAE AE AE AENG,위 이 이 잉 이 이 잉 털 덜 덜 덜 덜 덜 덜,WI I I ING I I ING TEOL DEOL DEOL DEOL DEOL DEOL DEOL,윙 잉 오 옹,WING ING O ONG
6_80.wav,6,80,우 우 우 우 웅 구 우 웅,U U U U UNG GU U UNG,큐 류 류 류 류 류 뷰 르 르 릉,KYU RYU RYU RYU RYU RYU BYU REU REU REUNG,우 우 웅 디 리 링 부 르 르 릉,U U UNG DI RI RING BU REU REU REUNG,드 르 릉 르 르 응 부 르 르 응 부 릉,DEU REU REUNG REU REU EUNG BU REU REU EUNG BU REUNG,부 아 아 부 으 으 응,BU A A BU EU EU EUNG
6_81.wav,6,81,부 우 우 우 우 우 우 우 웅,BU U U U U U U U UNG,부 루 루 우 우 우 웅 우 웅,BU RU RU U U U UNG U UNG,뿌 아 아 아 아 앙 이 아 아 앙,PPU A A A A ANG I A A ANG,부 르 르 르 응 부 우 우 응 부 으 으 응,BU REU REU REU EUNG BU U U EUNG BU EU EU EUNG,뚜 루 루 루 루 루 루 루 루 루 루 루 루 룽,TTU RU RU RU RU RU RU RU RU RU RU RU RU RUNG
6_82.wav,6,82,위 우 우 우 우 우 우 우 우,WI U U U U U U U U,뷰 와 아 아 아 하 앙,BYU WA A A A HA ANG,부 와 아 앙 우 우 웅,BU WA A ANG U U UNG,부 위 이 이 이 잉 부 이 이 잉,BU WI I I I ING BU I I ING,오 왜 애 애 애 애 애 애 애 애 애 오 옹,O WAE AE AE AE AE AE AE AE AE AE O ONG
6_83.wav,6,83,부 우 우 웅 위 잉 위 잉,BU U U UNG WI ING WI ING,켜 렁 켜 어 어 어 어 엉,KYEO REONG KYEO EO EO EO EO EONG,뽜 아 아 아 앙 오 아 앙,PPWA A A A ANG O A ANG,바 아 아 아 앙 위 힛 히 이,BA A A A ANG WI HIT HI I,하 아 아 아 외 옥,HA A A A OE OK
6_84.wav,6,84,부 오 오 오 옹,BU O O O ONG,켜 어 어 어 어 오 오 오,KYEO EO EO EO EO O O O,브 으 으 르 르 응,BEU EU EU REU REU EUNG,바 앙 바 아 앙 바 아 앙,BA ANG BA A ANG BA A ANG,뚜 오 오 오 오 오 오 옹,TTU O O O O O O ONG
6_85.wav,6,85,우 우 웅 부 우 웅,U U UNG BU U UNG,쿠 오 오 오 오 오 오 쑤 웅 부 르 르 릉,KU O O O O O O SSU UNG BU REU REU REUNG,브 릉 부 룽 부 룽 부 롸 아 앙,BEU REUNG BU RUNG BU RUNG BU RWA A ANG,히 이 부 르 위 잉 드 릉 드 릉 드 릉,HI I BU REU WI ING DEU REUNG DEU REUNG DEU REUNG,두 아 쿠 아 아 악,DU A KU A A AK
6_86.wav,6,86,부 와 앙 와 아 아 아 앙,BU WA ANG WA A A A ANG,퀴 웅 부 우 우 웅 흐,KWI UNG BU U U UNG HEU,부 아 아 앙 부 앙 부 앙,BU A A ANG BU ANG BU ANG,바 아 아 앙 바 아 아 앙 바 아 아 앙,BA A A ANG BA A A ANG BA A A ANG,부 아 앙 아 앙 아,BU A ANG A ANG A
